order_id,customer_id,store_id,order_date,status
791,96,325,2025-12-30,Completed
792,587,654,2025-08-16,Completed
793,628,64,2026-01-09,Pending
794,541,236,2025-02-15,Pending
795,103,752,2025-02-14,Completed
796,233,24,2026-01-22,Completed
797,859,603,2025-03-13,Pending
798,228,63,2025-09-11,Pending
799,141,199,2025-04-17,Pending
800,430,452,2025-07-06,Cancelled
801,376,467,2025-07-20,Pending
802,853,920,2025-12-19,Completed
803,358,56,2025-04-20,Cancelled
804,899,923,2025-07-26,Pending
805,740,576,2025-05-16,Completed
806,258,994,2025-02-20,Completed
807,62,17,2025-12-12,Pending
808,780,839,2025-03-14,Completed
809,805,625,2025-02-19,Cancelled
810,951,580,2025-05-13,Cancelled
811,573,414,2025-03-24,Cancelled
812,55,9,2025-06-03,Completed
813,867,791,2025-12-10,Pending
814,994,3,2025-04-26,Completed
815,212,992,2025-12-16,Cancelled
816,919,818,2025-04-14,Pending
817,336,162,2025-05-16,Completed
818,955,536,2025-09-14,Cancelled
819,783,976,2025-11-18,Completed
820,528,165,2025-03-15,Completed
821,845,676,2025-10-20,Cancelled
822,680,559,2025-04-27,Cancelled
823,58,559,2025-12-07,Pending
824,441,33,2025-03-20,Cancelled
825,216,565,2025-04-14,Pending
826,705,382,2025-07-27,Pending
827,566,854,2025-06-07,Completed
828,835,886,2025-02-28,Completed
829,997,471,2025-08-27,Pending
830,996,400,2025-11-12,Completed
831,976,571,2025-03-04,Pending
832,169,685,2026-01-20,Cancelled
833,168,408,2025-08-23,Completed
834,908,870,2025-09-04,Cancelled
835,298,958,2025-09-29,Cancelled
836,693,665,2026-01-18,Completed
837,706,74,2026-01-14,Cancelled
838,81,702,2025-12-06,Completed
839,379,923,2025-06-27,Cancelled
840,483,783,2025-02-08,Pending
841,692,721,2025-03-14,Pending
842,968,382,2026-01-03,Cancelled
843,928,712,2025-02-15,Cancelled
844,70,783,2025-12-21,Cancelled
845,728,599,2025-01-30,Pending
846,268,837,2025-04-15,Cancelled
847,318,437,2026-01-11,Cancelled
848,370,431,2025-10-25,Cancelled
849,311,384,2025-10-06,Completed
850,643,658,2026-01-25,Completed
851,385,107,2025-07-27,Pending
852,989,116,2025-09-28,Cancelled
853,982,439,2025-12-19,Completed
854,286,432,2025-05-28,Completed
855,137,533,2025-10-08,Completed
856,380,633,2025-09-26,Cancelled
857,138,815,2025-11-23,Cancelled
858,394,1,2025-03-22,Completed
859,748,986,2025-02-08,Completed
860,153,373,2025-08-09,Pending
861,817,52,2026-01-14,Cancelled
862,904,305,2025-09-02,Cancelled
863,728,455,2025-08-07,Pending
864,786,618,2025-03-17,Cancelled
865,414,655,2025-07-12,Pending
866,219,664,2025-11-10,Completed
867,142,409,2025-04-29,Completed
868,469,567,2025-06-01,Cancelled
869,374,322,2025-07-27,Pending
870,977,415,2025-03-26,Pending
871,56,602,2025-04-25,Completed
872,773,928,2025-05-17,Cancelled
873,947,669,2025-04-04,Pending
874,853,394,2025-06-20,Pending
875,534,40,2026-01-28,Cancelled
876,102,526,2025-12-12,Pending
877,968,568,2025-04-16,Cancelled
878,662,290,2025-03-29,Pending
879,924,539,2025-12-11,Cancelled
880,215,447,2025-05-24,Completed
881,980,325,2026-01-08,Pending
882,625,90,2025-05-17,Pending
883,580,997,2025-12-25,Completed
884,533,864,2025-04-20,Cancelled
885,461,341,2026-01-18,Completed
886,479,470,2025-02-15,Completed
887,237,79,2025-06-12,Cancelled
888,364,987,2025-02-05,Cancelled
889,331,817,2025-09-14,Pending
890,477,407,2025-06-23,Cancelled
891,599,618,2025-03-05,Cancelled
892,782,997,2025-10-19,Completed
893,886,385,2025-05-08,Cancelled
894,250,853,2025-04-25,Completed
895,974,385,2025-08-13,Pending
896,494,601,2025-09-05,Cancelled
897,706,175,2025-07-07,Completed
898,799,936,2025-12-19,Pending
899,146,367,2025-03-30,Cancelled
900,674,837,2025-04-14,Cancelled
901,986,628,2025-09-11,Completed
902,878,802,2025-06-24,Completed
903,499,588,2025-05-24,Cancelled
904,843,514,2025-03-20,Completed
905,440,987,2025-05-31,Completed
906,596,364,2025-02-08,Completed
907,227,300,2025-09-26,Completed
908,325,875,2025-04-30,Cancelled
909,436,597,2025-12-03,Pending
910,417,646,2025-09-11,Completed
911,600,12,2025-08-18,Completed
912,849,498,2025-11-16,Cancelled
913,661,390,2025-11-07,Pending
914,148,369,2025-09-12,Pending
915,813,438,2025-07-30,Cancelled
916,534,824,2025-02-11,Cancelled
917,385,84,2025-07-26,Cancelled
918,152,388,2026-01-25,Pending
919,477,630,2025-04-23,Cancelled
920,364,28,2025-02-03,Completed
921,384,991,2025-05-10,Pending
922,290,467,2025-10-26,Cancelled
923,159,288,2025-08-23,Cancelled
924,41,300,2025-09-02,Pending
925,203,117,2025-05-13,Cancelled
926,694,715,2025-08-19,Cancelled
927,471,404,2025-12-25,Completed
928,773,455,2025-07-05,Pending
929,828,625,2025-11-21,Pending
930,75,589,2025-09-02,Cancelled
931,858,438,2025-04-14,Cancelled
932,429,380,2025-05-30,Cancelled
933,36,942,2025-07-21,Cancelled
934,350,256,2025-05-03,Cancelled
935,847,949,2025-05-17,Cancelled
936,31,538,2025-10-02,Completed
937,621,99,2025-06-04,Completed
938,601,1,2026-01-25,Completed
939,171,235,2025-08-07,Pending
940,693,639,2025-03-11,Cancelled
941,887,517,2025-11-07,Pending
942,377,573,2025-11-24,Completed
943,337,24,2025-03-07,Completed
944,760,400,2025-11-25,Pending
945,510,931,2025-08-13,Pending
946,83,81,2025-11-14,Cancelled
947,1000,179,2025-09-21,Cancelled
948,386,615,2025-12-16,Completed
949,536,699,2025-07-11,Pending
950,602,918,2025-02-05,Pending
951,453,897,2025-12-13,Pending
952,133,33,2025-05-15,Completed
953,850,16,2025-09-19,Pending
954,225,453,2025-02-24,Completed
955,571,640,2025-06-10,Pending
956,811,542,2025-12-18,Pending
957,947,837,2025-10-19,Pending
958,673,543,2025-06-09,Cancelled
959,778,9,2025-02-23,Completed
960,628,435,2025-05-18,Completed
961,724,495,2025-12-03,Pending
962,382,170,2025-06-12,Cancelled
963,922,575,2025-07-18,Cancelled
964,595,163,2025-06-15,Cancelled
965,607,940,2025-04-28,Cancelled
966,540,662,2025-08-10,Completed
967,751,633,2025-12-05,Cancelled
968,860,438,2025-11-26,Cancelled
969,754,826,2025-07-19,Pending
970,861,144,2025-01-28,Cancelled
971,526,809,2025-04-03,Completed
972,57,87,2025-03-20,Pending
973,792,183,2025-11-07,Pending
974,611,702,2026-01-26,Completed
975,229,289,2025-08-16,Cancelled
976,686,815,2025-10-03,Completed
977,174,612,2025-07-01,Completed
978,980,478,2025-12-06,Completed
979,120,292,2025-12-02,Pending
980,409,783,2025-06-22,Completed
981,695,573,2025-04-04,Pending
982,764,467,2025-05-16,Pending
983,574,897,2025-04-22,Cancelled
984,46,524,2025-08-29,Completed
985,363,556,2025-12-29,Completed
986,153,417,2025-02-16,Completed
987,119,358,2025-05-29,Completed
988,16,262,2025-09-02,Cancelled
989,420,499,2025-06-14,Pending
990,778,72,2025-02-05,Cancelled
991,140,292,2025-10-05,Cancelled
992,989,947,2025-12-06,Pending
993,308,575,2025-12-11,Cancelled
994,185,504,2025-05-05,Completed
995,563,204,2025-07-09,Pending
996,385,670,2026-01-08,Cancelled
997,753,39,2025-04-18,Pending
998,321,403,2025-10-16,Completed
999,309,296,2025-08-15,Completed
1000,396,117,2025-07-18,Cancelled
