product_id,name,category,price
974,Hospital,Electronics,679.26
975,Act,Furniture,68.88
976,Despite,Furniture,566.0
977,Son,Clothing,875.22
978,True,Sports,975.68
979,Million,Furniture,764.61
980,Past,Furniture,54.47
981,Foot,Furniture,189.98
982,Add,Furniture,503.95
983,Report,Furniture,423.76
984,Street,Sports,512.29
985,Per,Sports,552.68
986,Morning,Clothing,861.81
987,Pm,Sports,837.2
988,Member,Sports,885.29
989,Mention,Clothing,608.15
990,Both,Electronics,991.91
991,Make,Sports,968.82
992,Something,Clothing,179.34
993,Story,Electronics,368.42
994,Long,Furniture,375.69
995,A,Sports,59.02
996,Design,Electronics,253.53
997,Million,Clothing,910.36
998,Name,Sports,820.53
999,Contain,Sports,185.08
1000,Happen,Furniture,444.52
