orderline_id,order_id,product_id,quantity,unit_price,discount
872,999,40,2,922.79,0.25
873,885,130,3,468.96,0.01
874,817,662,5,258.1,0.05
875,574,298,1,614.86,0.18
876,927,943,10,792.98,0.06
877,205,925,4,960.21,0.21
878,983,342,6,880.65,0.09
879,948,16,10,486.84,0.26
880,403,145,1,306.02,0.23
881,27,92,6,502.38,0.11
882,717,819,4,453.66,0.17
883,986,568,4,907.81,0.17
884,673,634,9,921.97,0.21
885,695,940,4,907.63,0.19
886,771,537,7,700.48,0.16
887,740,665,2,801.2,0.04
888,208,240,1,822.69,0.01
889,390,272,1,239.48,0.23
890,690,59,3,451.08,0.07
891,799,292,4,664.73,0.25
892,955,90,6,151.69,0.28
893,870,106,4,197.93,0.23
894,368,141,3,650.81,0.28
895,64,112,3,363.2,0.11
896,928,115,1,793.09,0.27
897,828,825,10,393.45,0.03
898,663,507,3,441.13,0.18
899,383,718,6,757.01,0.26
900,215,160,10,252.67,0.01
901,48,982,4,129.8,0.29
902,64,467,2,852.55,0.04
903,228,815,1,189.74,0.05
904,444,245,6,430.62,0.15
905,508,124,1,704.58,0.08
906,656,764,2,364.52,0.18
907,561,687,3,373.52,0.13
908,162,853,7,738.45,0.16
909,284,651,1,400.91,0.19
910,533,744,2,952.41,0.0
911,653,746,3,956.13,0.26
912,549,290,8,322.71,0.21
913,429,816,7,943.06,0.29
914,219,914,10,633.73,0.1
915,927,674,9,484.67,0.2
916,679,185,6,292.96,0.29
917,559,155,1,603.9,0.14
918,930,923,9,639.02,0.12
919,133,537,7,865.84,0.29
920,951,463,9,629.94,0.05
921,287,19,3,854.27,0.26
922,302,992,10,582.74,0.28
923,522,221,2,428.02,0.1
924,62,717,9,268.19,0.28
925,723,778,2,884.13,0.29
926,753,563,3,994.07,0.15
927,567,520,4,710.86,0.17
928,867,184,9,315.89,0.26
929,493,791,7,209.17,0.04
930,7,604,8,871.55,0.23
931,861,497,8,155.19,0.0
932,739,472,2,693.18,0.09
933,18,599,10,411.82,0.16
934,450,959,6,662.38,0.19
935,272,63,5,312.61,0.11
936,118,33,3,610.43,0.22
937,740,290,7,901.79,0.15
938,978,398,2,738.75,0.25
939,24,844,5,655.78,0.11
940,17,404,5,415.04,0.23
941,771,75,4,93.62,0.11
942,893,485,8,729.81,0.24
943,948,210,1,794.19,0.02
944,118,37,6,168.65,0.08
945,849,907,6,187.25,0.21
946,231,108,2,50.59,0.18
947,13,792,4,705.87,0.23
948,933,169,7,415.17,0.06
949,767,216,5,303.58,0.15
950,384,124,2,405.02,0.14
951,328,309,2,162.13,0.26
952,311,190,10,198.73,0.12
953,36,111,5,134.94,0.14
954,521,531,3,158.96,0.19
955,843,920,1,108.0,0.03
956,413,468,1,480.78,0.14
957,365,550,7,461.5,0.26
958,329,894,1,774.25,0.29
959,627,969,9,620.5,0.14
960,599,782,2,191.01,0.0
961,692,48,4,784.84,0.19
962,620,500,5,137.84,0.18
963,213,781,3,337.15,0.25
964,417,771,7,204.99,0.2
965,899,198,7,433.38,0.17
966,857,266,8,575.59,0.22
967,505,548,5,984.7,0.16
968,424,498,9,408.26,0.2
969,525,607,3,500.97,0.26
970,168,943,4,917.55,0.12
971,855,304,6,283.68,0.21
972,661,583,5,692.68,0.22
973,728,794,3,102.1,0.06
974,914,51,1,14.31,0.03
975,399,489,8,778.95,0.02
976,865,956,2,250.33,0.26
977,193,97,9,500.3,0.18
978,362,517,5,305.58,0.24
979,207,149,2,436.79,0.15
980,533,799,5,643.98,0.25
981,470,550,10,550.94,0.28
982,106,518,9,165.68,0.04
983,479,330,1,961.74,0.14
984,719,896,1,357.13,0.1
985,417,874,2,426.2,0.21
986,573,241,4,489.02,0.13
987,769,672,7,59.02,0.11
988,729,10,3,525.84,0.24
989,588,279,6,527.16,0.14
990,678,930,9,703.69,0.25
991,971,166,10,371.44,0.14
992,191,748,8,14.28,0.29
993,52,409,5,364.67,0.25
994,791,4,10,764.84,0.05
995,550,748,1,437.32,0.02
996,328,889,7,775.75,0.27
997,928,176,1,856.4,0.29
998,339,802,2,361.51,0.2
999,913,942,5,363.05,0.19
1000,497,667,3,562.89,0.23
